company_name,domain,website_clean,priority_tier,tier_name,business_type,market_region,estimated_employees,currency,monthly_revenue_display,monthly_revenue_numeric,monthly_marketing_spend_display,monthly_marketing_spend_numeric,opportunity_value_display,opportunity_value_numeric,overall_fit_score,size_confidence,revenue_confidence,marketing_confidence,opportunity_confidence,opportunity_type,discovery_query_type,bigquery_domain_key,bigquery_enrichment_status,bigquery_last_update,lead_status,assigned_to,contact_priority,follow_up_date,notes,created_date,last_modified
"Family Dentistry in Vancouver, WA",vancouverdds.com › services › family-dent...,https://vancouverdds.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $60,417",60416.666666666664,"USD $2,175",2174.9999999999995,USD $183,182.69999999999996,0.898,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,booking_optimization,vancouverdds.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.90. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.815297,2025-07-30T14:52:32.815297
Vancouver Dental Specialty Clinic - Prosthodontist & Cosmetic ...,vancouverdentalimplants.ca,https://vancouverdentalimplants.ca,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,CAD,"CAD $96,667",96666.66666666667,"CAD $3,480",3480.0,CAD $292,292.32000000000005,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,vancouverdentalimplants.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.815297,2025-07-30T14:52:32.815297
Home - Experssions Clinic – Dental Clinic in Vancouver,expressionsclinics.ca,https://expressionsclinics.ca,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,CAD,"CAD $96,667",96666.66666666667,"CAD $3,190",3190.0000000000005,CAD $268,267.96000000000004,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,expressionsclinics.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.815297,2025-07-30T14:52:32.815297
"Dental Exams and Cleanings in Vancouver, BC",mydentistvancouver.ca › service › dental-exams-...,https://mydentistvancouver.ca,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,CAD,"CAD $96,667",96666.66666666667,"CAD $3,190",3190.0000000000005,CAD $268,267.96000000000004,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,mydentistvancouver.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.815297,2025-07-30T14:52:32.815297
Vancouver Dentists & Dental Clinic by Deerwater Dental ...,deerwater.ca,https://deerwater.ca,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,CAD,"CAD $96,667",96666.66666666667,"CAD $3,190",3190.0000000000005,CAD $268,267.96000000000004,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,deerwater.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.815297,2025-07-30T14:52:32.815297
Downtown Vancouver Dentist BC | Professional Dental Clinic ...,theartofsmile.ca,https://theartofsmile.ca,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,CAD,"CAD $96,667",96666.66666666667,"CAD $2,900",2900.0,CAD $244,243.59999999999997,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,theartofsmile.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Our Services - Experssions Clinic – Dental Clinic in Vancouver,expressionsclinics.ca › our-services,https://expressionsclinics.ca,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,CAD,"CAD $96,667",96666.66666666667,"CAD $3,190",3190.0000000000005,CAD $268,267.96000000000004,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,expressionsclinics.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Enhance Dental Centre: Dentist in Kitsilano Vancouver,vancouverdentistbc.ca,https://vancouverdentistbc.ca,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,CAD,"CAD $96,667",96666.66666666667,"CAD $3,190",3190.0000000000005,CAD $268,267.96000000000004,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,vancouverdentistbc.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Urban Dental Clinic: Dentist in Fairview | Dentist Near You,urbandentalclinic.ca,https://urbandentalclinic.ca,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,CAD,"CAD $96,667",96666.66666666667,"CAD $3,190",3190.0000000000005,CAD $268,267.96000000000004,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,urbandentalclinic.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Dentist Near Fraser | Expert Care & Emergency Services,mydentistvancouver.ca › dentist-near-fraser,https://mydentistvancouver.ca,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,CAD,"CAD $96,667",96666.66666666667,"CAD $2,900",2900.0,CAD $244,243.59999999999997,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,mydentistvancouver.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Blue Sky Dental Clinic - North Vancouver Dentist,blueskydental.ca,https://blueskydental.ca,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,CAD,"CAD $96,667",96666.66666666667,"CAD $2,900",2900.0,CAD $244,243.59999999999997,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,blueskydental.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Services,smileavenuedental.ca › services,https://smileavenuedental.ca,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,CAD,"CAD $96,667",96666.66666666667,"CAD $2,900",2900.0,CAD $244,243.59999999999997,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,smileavenuedental.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
"White Center Smiles: Dentist in Seattle, WA",whitecentersmiles.com,https://whitecentersmiles.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,USD,"USD $86,667",86666.66666666667,"USD $2,860",2860.0000000000005,USD $240,240.24000000000004,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,whitecentersmiles.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
"Green Leaf Dental: Dentist in Seattle, WA",greenleafdentalseattle.com,https://greenleafdentalseattle.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,USD,"USD $86,667",86666.66666666667,"USD $2,860",2860.0000000000005,USD $240,240.24000000000004,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,greenleafdentalseattle.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Dentist Vancouver | Dental Clinic Vancouver | Dentists Near Me,oakridgedentalclinic.com,https://oakridgedentalclinic.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,USD,"USD $96,667",96666.66666666667,"USD $2,900",2900.0,USD $244,243.59999999999997,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,oakridgedentalclinic.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Directions to 4th & Seneca Dental | Seattle Dentist,4thandsenecadental.com › getting-here,https://4thandsenecadental.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",8,USD,"USD $86,667",86666.66666666667,"USD $2,860",2860.0000000000005,USD $240,240.24000000000004,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,booking_optimization,4thandsenecadental.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
30 years of experience | Britania Dental Centre,britanniadentalcentre.ca › about us,https://britanniadentalcentre.ca,2,Tier 2 - Gold,Dental,Canada,8,CAD,"CAD $96,667",96666.66666666667,"CAD $2,900",2900.0,CAD $244,243.59999999999997,0.886,0.7,0.595,0.5355,0.4284,General conversion optimization,general_services,britanniadentalcentre.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via general_services. Fit score: 0.89. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
5th & Olive Dental | Dentist Downtown Seattle,5thandolivedental.com,https://5thandolivedental.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $54,167",54166.666666666664,"USD $1,788",1787.5,USD $150,150.14999999999998,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,booking_optimization,5thandolivedental.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
"Dentist Seattle, WA | Love Your Smile Family Dentistry",loveyoursmile.dentist,https://loveyoursmile.dentist,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $54,167",54166.666666666664,"USD $1,788",1787.5,USD $150,150.14999999999998,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,booking_optimization,loveyoursmile.dentist,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Our Practice | Cambie Village Dental | Vancouver Dentist,cambievillagedental.com › site › vancouve...,https://cambievillagedental.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $60,417",60416.666666666664,"USD $1,994",1993.75,USD $167,167.475,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,booking_optimization,cambievillagedental.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Family Dentist in Seattle and South Lake Union,paramountdentalcenter.com › seattle-dentist,https://paramountdentalcenter.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $54,167",54166.666666666664,"USD $1,788",1787.5,USD $150,150.14999999999998,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,booking_optimization,paramountdentalcenter.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Do Seniors Get Free Dental In Canada?,sabydental.ca › do-seniors-get-free-dental-i...,https://sabydental.ca,2,Tier 2 - Gold,Dental,Canada,5,CAD,"CAD $60,417",60416.666666666664,"CAD $1,812",1812.4999999999998,CAD $152,152.24999999999994,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,booking_optimization,sabydental.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Restorative Fillings Near Me,loveitdental.ca › service › restorative-fillings,https://loveitdental.ca,2,Tier 2 - Gold,Dental,Canada,5,CAD,"CAD $60,417",60416.666666666664,"CAD $1,812",1812.4999999999998,CAD $152,152.24999999999994,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,booking_optimization,loveitdental.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Creekside Dental Vancouver WA: Salmon Creek Dentist,creekside-dental.com,https://creekside-dental.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $60,417",60416.666666666664,"USD $1,812",1812.4999999999998,USD $152,152.24999999999994,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,family_services,creekside-dental.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via family_services. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
SkyView Family Dentistry: Same-day crown dentist services,skyviewfamilydentistry.com,https://skyviewfamilydentistry.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $54,167",54166.666666666664,"USD $1,625",1624.9999999999998,USD $136,136.49999999999994,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,family_services,skyviewfamilydentistry.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via family_services. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Family Dentistry Vancouver WA,mynewimage.net › dentistry › family-dentistry,https://mynewimage.net,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $60,417",60416.666666666664,"USD $1,812",1812.4999999999998,USD $152,152.24999999999994,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,family_services,mynewimage.net,pending,,new,,high,2025-08-01T09:00:00,Discovered via family_services. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
North Seattle Dental - Top Family and Cosmetic Dentists,northseattledental.com,https://northseattledental.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $54,167",54166.666666666664,"USD $1,625",1624.9999999999998,USD $136,136.49999999999994,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,family_services,northseattledental.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via family_services. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Dentist West Seattle WA | Philip R Howard DDS,philiphowarddds.com,https://philiphowarddds.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $54,167",54166.666666666664,"USD $1,625",1624.9999999999998,USD $136,136.49999999999994,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,family_services,philiphowarddds.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via family_services. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
"Family Dentist Seattle, WA",interbaydentist.com › seattle wa,https://interbaydentist.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $54,167",54166.666666666664,"USD $1,788",1787.5,USD $150,150.14999999999998,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,family_services,interbaydentist.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via family_services. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Westview Dental | West Seattle Family Dentistry,westviewdentalseattle.com,https://westviewdentalseattle.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $54,167",54166.666666666664,"USD $1,625",1624.9999999999998,USD $136,136.49999999999994,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,family_services,westviewdentalseattle.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via family_services. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Family Dentistry in Seattle South Lake Union WA,koisdentistry.com › family-dentistry,https://koisdentistry.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $54,167",54166.666666666664,"USD $1,625",1624.9999999999998,USD $136,136.49999999999994,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,family_services,koisdentistry.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via family_services. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Same-Day Dentistry at Our Family Dental Practice,paddendental.com › same-day-dentistry › same-da...,https://paddendental.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",5,USD,"USD $60,417",60416.666666666664,"USD $1,812",1812.4999999999998,USD $152,152.24999999999994,0.868,0.8,0.68,0.6120000000000001,0.4896000000000001,General conversion optimization,family_services,paddendental.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via family_services. Fit score: 0.87. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Dental Cleanings & Oral Exams - Vancouver,parkplacedental.ca › dental-cleanings-and-e...,https://parkplacedental.ca,2,Tier 2 - Gold,Dental,"Vancouver, BC",6,CAD,"CAD $72,500",72500.0,"CAD $2,392",2392.5,CAD $201,200.96999999999997,0.861,0.5,0.425,0.3825,0.30600000000000005,General conversion optimization,booking_optimization,parkplacedental.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
No Insurance Dental Care (Cash-Only ...,westvancouverdental.com › services › cash...,https://westvancouverdental.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",6,USD,"USD $72,500",72500.0,"USD $2,610",2610.0,USD $219,219.24,0.861,0.5,0.425,0.3825,0.30600000000000005,General conversion optimization,booking_optimization,westvancouverdental.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
"Dental Services — Dentist & Orthodontist in Belltown, Seattle ...",thesmilespace.com › dental-services,https://thesmilespace.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",6,USD,"USD $65,000",65000.0,"USD $2,145",2145.0,USD $180,180.17999999999998,0.861,0.5,0.425,0.3825,0.30600000000000005,General conversion optimization,booking_optimization,thesmilespace.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
BEST DENTISTRY,thebestdentistry.com,https://thebestdentistry.com,2,Tier 2 - Gold,Dental,"Vancouver, BC",6,USD,"USD $65,000",65000.0,"USD $2,340",2340.0,USD $197,196.56,0.861,0.5,0.425,0.3825,0.30600000000000005,General conversion optimization,booking_optimization,thebestdentistry.com,pending,,new,,high,2025-08-01T09:00:00,Discovered via booking_optimization. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Dental practice = recurring revenue model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Travel Consultation from Downtown Toronto Walk-In ...,sanomedclinic.ca › services,https://sanomedclinic.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,"CAD $1,760",1760.0000000000002,CAD $138,137.98399999999998,0.856,0.7,0.595,0.5355,0.4284,General conversion optimization,consultation_funnel,sanomedclinic.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via consultation_funnel. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Medical practice = stable business model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Book a Phone Consultation - Scarborough,townclinic.ca › phone-consultation,https://townclinic.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,"CAD $1,600",1600.0,CAD $125,125.43999999999998,0.856,0.7,0.595,0.5355,0.4284,General conversion optimization,consultation_funnel,townclinic.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via consultation_funnel. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Medical practice = stable business model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Explore medical services - UofT Student Life,studentlife.utoronto.ca › health & wellness,https://studentlife.utoronto.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,"CAD $1,600",1600.0,CAD $125,125.43999999999998,0.856,0.7,0.595,0.5355,0.4284,General conversion optimization,consultation_funnel,studentlife.utoronto.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via consultation_funnel. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Medical practice = stable business model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
WELL Health Medical Centre - Toronto - Lawrence Ave W,torontocentralhealthline.ca › printservice,https://torontocentralhealthline.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,"CAD $1,600",1600.0,CAD $125,125.43999999999998,0.856,0.7,0.595,0.5355,0.4284,General conversion optimization,consultation_funnel,torontocentralhealthline.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via consultation_funnel. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Medical practice = stable business model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Westside Medical Clinic,centralhealthline.ca › displayservice,https://centralhealthline.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,"CAD $1,600",1600.0,CAD $125,125.43999999999998,0.856,0.7,0.595,0.5355,0.4284,General conversion optimization,consultation_funnel,centralhealthline.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via consultation_funnel. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Medical practice = stable business model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Travel Advice,stclairmedical.ca › travel-advice,https://stclairmedical.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,"CAD $1,600",1600.0,CAD $125,125.43999999999998,0.856,0.7,0.595,0.5355,0.4284,General conversion optimization,consultation_funnel,stclairmedical.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via consultation_funnel. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Medical practice = stable business model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Travel Medicine Appointments - Clinics,albanyclinic.ca › ... › travel medicine clinic,https://albanyclinic.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,"CAD $1,600",1600.0,CAD $125,125.43999999999998,0.856,0.7,0.595,0.5355,0.4284,General conversion optimization,consultation_funnel,albanyclinic.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via consultation_funnel. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Medical practice = stable business model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Book a Medical Appointment,townclinic.ca › book,https://townclinic.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,"CAD $1,760",1760.0000000000002,CAD $138,137.98399999999998,0.856,0.7,0.595,0.5355,0.4284,General conversion optimization,consultation_funnel,townclinic.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via consultation_funnel. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Medical practice = stable business model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
Medical Record-Keeping,cpd.utoronto.ca › recordkeeping,https://cpd.utoronto.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,"CAD $1,600",1600.0,CAD $125,125.43999999999998,0.856,0.7,0.595,0.5355,0.4284,General conversion optimization,consultation_funnel,cpd.utoronto.ca,pending,,new,,high,2025-08-01T09:00:00,Discovered via consultation_funnel. Fit score: 0.86. HIGH VALUE TARGET - immediate outreach recommended. Medical practice = stable business model.,2025-07-30T14:52:32.816350,2025-07-30T14:52:32.816350
